Dam Name,Report Date,Report Time,Dead Storage (MCM),Design Live Storage (MCM),Design Gross Storage (MCM),Current Live Storage (MCM),Current Gross Storage (MCM),Current Live Storage (%),Last Year Storage (%),Status
Gunjawani,29/05/2026,05:17 स.,0.21,104.48,104.69,21.14,21.35,20.23,20.97,Success
Khadakwasla,29/05/2026,09:00 स.,30.0,55.91,85.91,29.36,59.36,52.51,44.09,Success
Mulshi,29/05/2026,12:30 स.,230.0,522.76,752.76,120.21,350.21,23.0,24.95,Success
Panshet,29/05/2026,08:59 स.,9.0,301.61,310.61,81.11,90.11,26.89,18.25,Success
Temghar,29/05/2026,08:00 स.,2.95,105.01,107.96,0.0,2.95,0.0,7.94,Success
Gunjawani,28/05/2026,06:01 स.,0.21,104.48,104.69,21.14,21.35,20.23,20.97,Success
Khadakwasla,28/05/2026,06:54 स.,30.0,55.91,85.91,30.07,60.07,53.78,48.49,Success
Mulshi,28/05/2026,05:30 स.,230.0,522.76,752.76,120.81,350.81,23.11,25.18,Success
Panshet,28/05/2026,06:54 स.,9.0,301.61,310.61,82.84,91.84,27.47,17.78,Success
Temghar,28/05/2026,08:00 स.,2.95,105.01,107.96,0.0,2.95,0.0,7.94,Success
Gunjawani,27/05/2026,05:49 स.,0.21,104.48,104.69,21.14,21.35,20.23,20.79,Success
Khadakwasla,27/05/2026,07:44 स.,30.0,55.91,85.91,30.72,60.72,54.95,46.12,Success
Mulshi,27/05/2026,07:45 स.,230.0,522.76,752.76,123.5,353.5,23.62,25.13,Success
Panshet,27/05/2026,07:44 स.,9.0,301.61,310.61,84.29,93.29,27.95,17.97,Success
Temghar,27/05/2026,07:45 स.,2.95,105.01,107.96,0.0,2.95,0.0,7.94,Success
Gunjawani,26/05/2026,05:33 स.,0.21,104.48,104.69,21.14,21.35,20.23,20.42,Success
Khadakwasla,26/05/2026,07:56 स.,30.0,55.91,85.91,31.06,61.06,55.55,40.57,Success
Mulshi,26/05/2026,07:15 स.,230.0,522.76,752.76,127.71,357.71,24.43,24.31,Success
Panshet,26/05/2026,07:56 स.,9.0,301.61,310.61,85.76,94.76,28.43,17.95,Success
Temghar,26/05/2026,08:00 स.,2.95,105.01,107.96,0.0,2.95,0.0,7.94,Success
Gunjawani,25/05/2026,05:34 स.,0.21,104.48,104.69,21.14,21.35,20.23,20.42,Success
Khadakwasla,25/05/2026,07:07 स.,30.0,55.91,85.91,31.77,61.77,56.82,37.85,Success
Mulshi,25/05/2026,05:00 स.,230.0,522.76,752.76,131.04,361.04,25.07,23.68,Success
Panshet,25/05/2026,07:07 स.,9.0,301.61,310.61,87.46,96.46,29.0,18.5,Success
Temghar,25/05/2026,08:00 स.,2.95,105.01,107.96,0.0,2.95,0.0,7.94,Success
Gunjawani,24/05/2026,05:04 स.,0.21,104.48,104.69,21.14,21.35,20.23,20.42,Success
Khadakwasla,24/05/2026,08:14 स.,30.0,55.91,85.91,32.13,62.13,57.47,39.85,Success
Mulshi,24/05/2026,07:15 स.,230.0,522.76,752.76,133.46,363.46,25.53,24.2,Success
Panshet,24/05/2026,08:14 स.,9.0,301.61,310.61,89.16,98.16,29.56,18.47,Success
Temghar,24/05/2026,08:00 स.,2.95,105.01,107.96,0.0,2.95,0.0,7.94,Success
Gunjawani,23/05/2026,05:34 स.,0.21,104.48,104.69,21.14,21.35,20.23,20.23,Success
Khadakwasla,23/05/2026,08:08 स.,30.0,55.91,85.91,32.13,62.13,57.47,44.09,Success
